latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
34.059753,-118.2375,91.0,0,GMT,GMT

time,temperature_2m (°C),precipitation (mm),dew_point_2m (°C),relative_humidity_2m (%),wind_speed_10m (km/h),wind_direction_10m (°)
2020-03-19T03:00,11.9,0.00,7.3,74,11.7,281
2020-03-19T04:00,10.2,0.00,6.5,78,6.4,297
2020-03-19T05:00,9.3,0.00,5.2,76,2.6,326
2020-03-19T06:00,7.8,0.00,4.7,81,4.5,29
2020-03-19T07:00,7.5,0.00,5.0,84,8.1,45
2020-03-19T08:00,7.6,0.00,6.2,91,9.2,48
2020-03-19T09:00,7.8,0.00,5.8,87,7.7,79
2020-03-19T10:00,7.6,0.00,5.2,84,10.0,103
2020-03-19T11:00,7.2,0.00,4.7,84,9.1,99
2020-03-19T12:00,8.4,0.00,7.2,92,4.7,94
2020-03-19T13:00,8.8,0.00,7.2,90,4.4,55
2020-03-19T14:00,8.8,0.00,6.7,87,7.4,67
2020-03-19T15:00,9.8,0.00,7.5,86,11.3,83
2020-03-19T16:00,11.6,0.00,9.0,84,9.3,103
2020-03-19T17:00,12.9,0.10,8.1,73,5.1,141
2020-03-19T18:00,13.8,0.10,7.3,65,11.7,189
2020-03-19T19:00,14.2,0.00,7.2,62,11.0,191
2020-03-19T20:00,14.6,0.00,7.1,61,12.6,211
2020-03-19T21:00,14.9,0.00,6.7,58,13.0,219
2020-03-19T22:00,14.8,0.20,6.2,57,15.1,230
2020-03-19T23:00,14.2,0.00,7.7,65,14.5,235
2020-03-20T00:00,13.6,0.00,8.1,69,11.5,200
2020-03-20T01:00,12.9,0.40,8.6,75,6.8,155
2020-03-20T02:00,11.9,0.50,9.4,85,5.8,68
2020-03-20T03:00,10.5,1.60,9.7,95,8.8,55
2020-03-20T04:00,10.1,0.90,9.5,96,8.0,80
2020-03-20T05:00,10.3,0.10,9.6,95,9.4,83
2020-03-20T06:00,10.0,0.10,9.0,94,8.1,69
2020-03-20T07:00,9.9,0.10,8.8,92,8.4,80
2020-03-20T08:00,10.1,0.10,8.8,91,8.0,80
2020-03-20T09:00,9.9,0.00,8.8,92,8.8,81
2020-03-20T10:00,9.6,0.20,8.6,93,6.5,90
2020-03-20T11:00,9.2,0.10,8.4,94,5.4,86
2020-03-20T12:00,9.8,0.00,8.8,93,9.4,72
2020-03-20T13:00,10.0,0.10,8.4,90,12.6,70
2020-03-20T14:00,9.8,0.00,7.3,85,12.7,65
2020-03-20T15:00,10.7,0.00,7.6,81,11.7,79
2020-03-20T16:00,12.9,0.00,8.7,76,10.9,99
2020-03-20T17:00,14.2,0.00,8.5,68,12.7,119
2020-03-20T18:00,15.0,0.10,7.8,62,11.8,130
2020-03-20T19:00,15.7,0.20,7.7,59,9.9,136
2020-03-20T20:00,16.2,0.10,7.1,55,10.0,150
2020-03-20T21:00,16.8,0.00,7.0,53,9.3,164
2020-03-20T22:00,16.5,0.10,7.1,54,10.2,170
2020-03-20T23:00,15.6,0.20,8.9,64,9.0,175
2020-03-21T00:00,16.5,0.20,8.5,59,3.8,221
2020-03-21T01:00,16.2,0.00,8.7,61,4.3,246
2020-03-21T02:00,14.6,0.00,10.1,75,5.6,243
2020-03-21T03:00,13.4,0.00,10.7,84,5.4,270
2020-03-21T04:00,12.7,0.00,10.6,87,4.8,312
2020-03-21T05:00,12.2,0.00,10.4,89,4.8,318
2020-03-21T06:00,11.9,0.00,10.2,89,5.6,320
2020-03-21T07:00,12.9,0.10,9.8,81,2.6,326
2020-03-21T08:00,11.9,0.30,10.0,88,2.5,45
2020-03-21T09:00,11.9,0.50,9.8,87,2.5,135
2020-03-21T10:00,11.6,0.20,10.2,91,2.8,140
2020-03-21T11:00,11.2,0.30,10.4,95,1.8,101
2020-03-21T12:00,11.1,0.50,9.4,89,4.6,45
2020-03-21T13:00,12.1,0.00,8.4,79,3.1,54
2020-03-21T14:00,12.1,0.00,8.2,77,2.3,129
2020-03-21T15:00,11.9,0.00,8.9,82,2.9,83
2020-03-21T16:00,12.8,0.00,9.3,79,1.5,76
2020-03-21T17:00,14.2,0.00,9.9,75,3.5,156
2020-03-21T18:00,15.6,0.00,11.0,74,4.4,189
2020-03-21T19:00,16.6,0.00,11.9,74,8.5,208
2020-03-21T20:00,17.0,0.00,11.3,69,9.6,214
2020-03-21T21:00,17.3,0.10,10.6,65,9.9,224
2020-03-21T22:00,17.1,0.10,9.8,62,12.2,225
2020-03-21T23:00,16.9,0.10,9.4,61,12.4,234
2020-03-22T00:00,16.5,0.00,9.9,65,14.7,239
2020-03-22T01:00,15.7,0.00,9.4,66,12.2,251
2020-03-22T02:00,14.4,0.00,10.1,75,6.7,254
2020-03-22T03:00,13.9,0.00,10.4,79,6.8,245
2020-03-22T04:00,13.0,0.00,10.6,85,5.4,278
2020-03-22T05:00,13.8,0.00,9.4,75,1.1,288
2020-03-22T06:00,12.9,0.00,10.3,84,4.7,176
2020-03-22T07:00,12.6,0.00,10.4,87,3.2,117
2020-03-22T08:00,11.1,0.00,9.9,92,4.0,63
2020-03-22T09:00,10.9,0.00,9.6,92,5.0,60
2020-03-22T10:00,10.6,0.00,9.4,92,5.9,76
2020-03-22T11:00,10.1,0.00,9.1,94,6.2,83
2020-03-22T12:00,10.5,0.00,8.9,90,3.8,49
2020-03-22T13:00,10.4,0.00,8.4,87,6.0,65
2020-03-22T14:00,10.1,0.00,7.7,85,6.3,66
2020-03-22T15:00,11.8,0.00,7.9,78,6.6,77
2020-03-22T16:00,14.3,0.00,9.1,71,5.5,113
2020-03-22T17:00,16.1,0.00,10.0,67,10.8,116
2020-03-22T18:00,17.8,0.00,9.4,58,11.5,122
2020-03-22T19:00,18.9,0.00,8.9,52,9.7,138
2020-03-22T20:00,19.6,0.00,8.6,49,13.0,177
2020-03-22T21:00,18.7,0.10,8.5,51,15.7,191
2020-03-22T22:00,17.6,0.00,8.6,56,11.2,178
2020-03-22T23:00,17.0,0.00,8.9,59,13.3,177
2020-03-23T00:00,15.9,0.40,10.9,72,11.6,206
2020-03-23T01:00,14.8,1.90,11.6,81,5.7,198
2020-03-23T02:00,14.4,1.90,12.2,87,8.4,70
2020-03-23T03:00,13.7,1.20,12.8,94,8.4,70
2020-03-23T04:00,13.2,5.10,12.1,92,12.0,83
2020-03-23T05:00,12.9,4.70,11.9,93,14.8,113
2020-03-23T06:00,12.9,3.90,12.1,95,13.9,121
2020-03-23T07:00,12.7,3.40,11.9,95,9.4,122
2020-03-23T08:00,12.9,2.10,12.4,96,5.1,141
2020-03-23T09:00,13.1,0.30,12.4,95,4.1,255
2020-03-23T10:00,12.2,0.10,11.8,97,3.5,294
2020-03-23T11:00,12.1,0.10,11.8,98,3.0,284
2020-03-23T12:00,11.6,0.70,10.9,95,8.1,238
2020-03-23T13:00,11.9,0.50,10.9,93,6.9,227
2020-03-23T14:00,11.2,0.60,10.3,94,8.0,252
2020-03-23T15:00,12.1,0.40,10.6,91,4.4,305
2020-03-23T16:00,13.3,0.00,10.9,85,3.8,311
2020-03-23T17:00,14.2,0.00,11.9,85,4.3,265
2020-03-23T18:00,15.4,0.10,11.3,77,9.0,241
2020-03-23T19:00,15.4,0.20,10.1,71,13.2,227
2020-03-23T20:00,16.0,0.10,9.3,64,17.1,224
2020-03-23T21:00,16.2,0.00,8.9,62,16.8,227
2020-03-23T22:00,16.7,0.00,8.9,60,17.2,237
2020-03-23T23:00,16.3,0.00,9.5,64,19.8,233
2020-03-24T00:00,15.4,0.00,9.1,66,16.6,240
2020-03-24T01:00,14.9,0.00,9.5,70,11.4,252
2020-03-24T02:00,14.3,0.00,10.2,76,6.2,263
2020-03-24T03:00,12.8,0.00,10.6,86,5.0,270
2020-03-24T04:00,12.8,0.00,10.1,84,4.4,261
2020-03-24T05:00,11.6,0.00,9.9,89,5.1,321
2020-03-24T06:00,12.4,0.00,9.5,82,3.9,304
2020-03-24T07:00,12.1,0.00,9.5,84,3.6,225
2020-03-24T08:00,11.4,0.00,9.6,88,1.8,127
2020-03-24T09:00,9.8,0.00,9.0,95,5.0,69
2020-03-24T10:00,9.6,0.00,8.6,93,4.1,52
2020-03-24T11:00,9.4,0.00,8.2,93,4.3,42
2020-03-24T12:00,9.6,0.00,8.8,95,4.6,51
2020-03-24T13:00,9.4,0.00,8.7,95,5.5,79
2020-03-24T14:00,9.2,0.00,8.9,97,6.2,97
2020-03-24T15:00,11.2,0.00,10.6,95,5.2,102
2020-03-24T16:00,12.6,0.10,11.2,91,6.3,114
2020-03-24T17:00,13.9,0.10,11.2,84,6.9,152
2020-03-24T18:00,14.8,0.50,10.9,77,6.8,198
2020-03-24T19:00,15.7,0.30,10.4,71,10.5,239
2020-03-24T20:00,17.0,0.00,9.5,61,13.7,243
2020-03-24T21:00,17.3,0.00,9.0,58,14.0,241
2020-03-24T22:00,17.4,0.00,8.1,54,15.3,236
2020-03-24T23:00,17.1,0.00,8.2,56,16.6,229
2020-03-25T00:00,15.9,0.00,8.2,60,15.3,229
2020-03-25T01:00,14.9,0.00,8.4,65,15.9,232
2020-03-25T02:00,13.2,0.00,8.8,74,11.5,231
2020-03-25T03:00,12.3,0.00,8.9,80,9.2,239
2020-03-25T04:00,11.8,0.00,9.0,83,7.9,254
2020-03-25T05:00,11.4,0.00,8.9,85,6.5,270
2020-03-25T06:00,11.6,0.00,9.2,85,4.7,274
2020-03-25T07:00,11.6,0.00,9.5,87,3.7,259
2020-03-25T08:00,12.1,0.00,8.6,79,2.2,171
2020-03-25T09:00,11.8,0.00,9.4,86,4.6,129
2020-03-25T10:00,11.6,0.00,9.7,88,6.2,126
2020-03-25T11:00,11.2,0.10,10.0,92,2.5,82
2020-03-25T12:00,11.3,0.10,9.5,89,4.3,95
2020-03-25T13:00,11.4,0.00,9.4,88,5.2,74
2020-03-25T14:00,10.9,0.00,8.9,88,5.0,69
2020-03-25T15:00,11.9,0.00,8.9,82,4.0,80
2020-03-25T16:00,13.1,0.10,8.4,74,1.3,146
2020-03-25T17:00,14.1,0.30,7.9,66,4.7,247
2020-03-25T18:00,14.9,0.00,7.2,60,9.5,233
2020-03-25T19:00,15.5,0.00,7.2,58,13.2,227
2020-03-25T20:00,15.6,0.00,7.9,60,16.4,237
2020-03-25T21:00,15.8,0.00,8.0,60,19.2,236
2020-03-25T22:00,15.3,0.10,7.8,61,20.9,234
2020-03-25T23:00,15.2,0.20,7.7,61,21.5,239
2020-03-26T00:00,14.6,0.10,8.8,68,19.3,237
2020-03-26T01:00,14.1,0.00,7.8,66,17.7,243
2020-03-26T02:00,12.8,0.00,7.7,71,12.4,248
2020-03-26T03:00,11.9,0.00,7.7,75,9.3,257
2020-03-26T04:00,11.5,0.00,7.5,76,8.7,287
2020-03-26T05:00,10.6,0.10,7.2,80,6.1,298
2020-03-26T06:00,10.4,0.00,7.2,81,5.8,300
2020-03-26T07:00,10.3,0.00,6.4,77,7.6,295
2020-03-26T08:00,9.1,0.00,5.2,77,7.2,297
2020-03-26T09:00,8.1,0.00,3.8,75,7.9,294
2020-03-26T10:00,7.2,0.00,2.8,74,8.3,288
2020-03-26T11:00,6.2,0.00,2.7,78,8.1,302
2020-03-26T12:00,5.9,0.00,3.6,85,6.2,324
2020-03-26T13:00,5.4,0.00,3.5,88,3.4,342
2020-03-26T14:00,4.9,0.00,3.5,91,1.8,349
2020-03-26T15:00,7.2,0.00,4.6,84,1.5,14
2020-03-26T16:00,10.1,0.00,4.9,70,1.8,217
2020-03-26T17:00,12.4,0.00,4.2,58,3.7,259
2020-03-26T18:00,13.9,0.00,1.2,42,8.2,255
2020-03-26T19:00,14.6,0.00,1.8,42,13.7,235
2020-03-26T20:00,14.9,0.20,2.6,44,14.8,231
2020-03-26T21:00,15.4,0.00,2.3,42,18.9,235
2020-03-26T22:00,15.5,0.00,2.3,41,24.5,248
2020-03-26T23:00,14.6,0.00,3.0,46,26.0,253
2020-03-27T00:00,15.3,0.20,2.2,41,19.0,255
2020-03-27T01:00,11.9,0.60,4.3,60,22.1,304
2020-03-27T02:00,10.3,0.00,5.2,71,4.6,342
2020-03-27T03:00,9.9,0.00,6.2,78,4.7,274
2020-03-27T04:00,9.2,0.00,6.9,85,2.4,27
2020-03-27T05:00,8.5,0.00,6.2,85,4.8,48
2020-03-27T06:00,7.3,0.00,5.3,87,11.7,45
2020-03-27T07:00,6.7,0.00,4.8,87,6.7,36
2020-03-27T08:00,5.7,0.00,4.3,91,5.2,25
2020-03-27T09:00,5.0,0.00,3.8,92,5.4,20
2020-03-27T10:00,4.8,0.00,3.3,90,5.7,18
2020-03-27T11:00,5.2,0.00,2.8,85,8.8,12
2020-03-27T12:00,5.8,0.00,4.2,89,6.6,13
2020-03-27T13:00,5.6,0.00,3.9,89,4.0,355
2020-03-27T14:00,5.2,0.00,3.2,87,3.6,354
2020-03-27T15:00,7.6,0.00,4.0,78,4.1,38
2020-03-27T16:00,9.8,0.00,4.1,68,5.0,90
2020-03-27T17:00,11.5,0.00,3.7,59,6.4,142
2020-03-27T18:00,13.4,0.00,3.3,51,6.2,170
2020-03-27T19:00,15.7,0.00,3.6,44,4.6,219
2020-03-27T20:00,17.2,0.00,3.0,39,15.0,240
2020-03-27T21:00,16.8,0.00,5.1,46,22.3,232
2020-03-27T22:00,16.6,0.00,2.2,38,24.9,231
2020-03-27T23:00,16.2,0.00,1.9,38,25.6,232
2020-03-28T00:00,15.8,0.00,0.2,35,17.9,240
2020-03-28T01:00,15.4,0.00,1.3,38,9.6,250
2020-03-28T02:00,14.6,0.00,2.3,44,1.3,56
2020-03-28T03:00,12.0,0.00,4.6,60,5.4,70
2020-03-28T04:00,10.3,0.00,5.6,72,5.7,55
2020-03-28T05:00,9.8,0.00,5.7,76,8.4,70
2020-03-28T06:00,9.2,0.00,7.2,87,9.0,74
2020-03-28T07:00,9.0,0.00,6.7,86,9.2,69
2020-03-28T08:00,8.9,0.00,5.7,80,9.6,70
2020-03-28T09:00,8.5,0.00,4.7,77,9.0,74
2020-03-28T10:00,8.1,0.00,3.7,74,9.0,61
2020-03-28T11:00,7.8,0.00,3.2,73,8.4,59
2020-03-28T12:00,8.1,0.00,4.0,75,6.5,71
2020-03-28T13:00,8.4,0.00,4.2,75,6.8,72
2020-03-28T14:00,8.1,0.00,4.2,76,6.6,49
2020-03-28T15:00,10.3,0.00,5.4,72,7.7,49
2020-03-28T16:00,12.5,0.00,6.6,67,5.1,98
2020-03-28T17:00,13.9,0.00,7.3,64,4.3,138
2020-03-28T18:00,15.1,0.00,7.1,59,4.5,166
2020-03-28T19:00,16.5,0.00,6.4,52,5.1,176
2020-03-28T20:00,17.6,0.00,6.0,47,6.5,186
2020-03-28T21:00,18.4,0.00,5.9,44,9.2,191
2020-03-28T22:00,18.5,0.00,6.7,46,11.2,195
2020-03-28T23:00,18.0,0.00,7.7,51,13.7,203
2020-03-29T00:00,17.1,0.00,6.6,50,15.8,235
2020-03-29T01:00,15.8,0.00,5.8,52,15.5,258
2020-03-29T02:00,14.1,0.00,6.8,61,8.7,246
2020-03-29T03:00,12.6,0.00,8.0,74,7.2,243
2020-03-29T04:00,11.6,0.00,8.9,83,6.6,261
2020-03-29T05:00,12.8,0.00,8.1,73,3.8,287
2020-03-29T06:00,12.2,0.00,8.1,76,2.6,106
2020-03-29T07:00,10.3,0.00,8.2,87,5.2,102
2020-03-29T08:00,9.2,0.00,7.5,89,5.7,72
2020-03-29T09:00,8.9,0.00,6.8,86,5.0,69
2020-03-29T10:00,8.4,0.00,6.6,88,5.9,79
2020-03-29T11:00,8.2,0.00,6.6,90,5.8,68
2020-03-29T12:00,8.6,0.00,7.2,91,6.3,66
2020-03-29T13:00,8.9,0.00,7.3,90,8.1,69
2020-03-29T14:00,8.9,0.00,7.1,88,8.0,63
2020-03-29T15:00,11.2,0.00,7.8,80,9.7,68
2020-03-29T16:00,13.0,0.00,8.9,76,8.4,100
2020-03-29T17:00,14.6,0.00,8.9,69,5.7,125
2020-03-29T18:00,15.9,0.00,8.7,62,4.3,180
2020-03-29T19:00,17.2,0.00,8.6,57,6.1,230
2020-03-29T20:00,18.1,0.00,7.6,50,12.3,238
2020-03-29T21:00,18.0,0.00,7.4,50,18.2,243
2020-03-29T22:00,17.7,0.00,7.4,51,16.0,247
2020-03-29T23:00,18.0,0.00,7.1,49,12.5,258
2020-03-30T00:00,16.8,0.10,9.9,64,15.1,252
2020-03-30T01:00,16.0,0.30,10.3,69,9.3,283
2020-03-30T02:00,15.2,0.20,10.9,75,5.4,270
2020-03-30T03:00,14.1,0.00,11.4,84,3.5,294
2020-03-30T04:00,12.5,0.00,10.8,89,4.1,315
2020-03-30T05:00,11.1,0.00,10.1,93,2.2,351
2020-03-30T06:00,9.8,0.00,9.1,96,1.8,349
2020-03-30T07:00,9.1,0.00,8.2,94,4.7,32
2020-03-30T08:00,8.9,0.00,8.6,98,13.0,62
2020-03-30T09:00,9.0,0.00,8.4,96,8.7,66
2020-03-30T10:00,8.6,0.00,7.7,94,6.1,45
2020-03-30T11:00,7.8,0.00,6.8,93,6.4,47
2020-03-30T12:00,9.4,0.00,7.9,91,8.1,32
2020-03-30T13:00,9.2,0.00,7.5,89,6.2,36
2020-03-30T14:00,9.3,0.00,7.3,88,6.7,54
2020-03-30T15:00,11.2,0.00,8.1,81,9.3,54
2020-03-30T16:00,13.5,0.00,8.2,71,5.8,60
2020-03-30T17:00,15.1,0.00,9.1,67,3.0,104
2020-03-30T18:00,16.6,0.00,8.8,60,2.9,90
2020-03-30T19:00,18.1,0.00,8.9,55,1.3,124
2020-03-30T20:00,19.9,0.00,8.9,49,0.5,135
2020-03-30T21:00,21.6,0.00,8.7,44,2.8,220
2020-03-30T22:00,22.4,0.00,8.9,42,8.7,240
2020-03-30T23:00,22.1,0.00,9.8,45,16.2,238
2020-03-31T00:00,19.0,0.00,7.8,48,19.1,238
2020-03-31T01:00,17.2,0.00,7.8,54,14.2,249
2020-03-31T02:00,15.6,0.00,8.4,62,7.6,251
2020-03-31T03:00,14.1,0.00,9.7,75,3.5,246
2020-03-31T04:00,13.6,0.00,10.1,79,1.9,68
2020-03-31T05:00,13.0,0.00,9.7,80,5.6,75
2020-03-31T06:00,12.2,0.00,9.4,83,6.2,83
2020-03-31T07:00,11.6,0.00,9.1,85,5.1,82
2020-03-31T08:00,11.1,0.00,8.2,83,7.2,72
2020-03-31T09:00,10.9,0.00,7.2,78,8.7,66
2020-03-31T10:00,11.5,0.00,6.7,72,8.4,59
2020-03-31T11:00,13.0,0.00,6.2,63,5.6,27
2020-03-31T12:00,13.4,0.00,6.4,63,6.4,38
2020-03-31T13:00,14.4,0.00,6.2,58,5.1,45
2020-03-31T14:00,12.9,0.00,6.8,66,6.9,39
2020-03-31T15:00,14.9,0.00,7.2,60,5.8,360
2020-03-31T16:00,17.4,0.00,6.2,48,4.0,5
2020-03-31T17:00,19.2,0.00,6.3,43,4.6,72
2020-03-31T18:00,21.0,0.00,6.7,39,4.7,94
2020-03-31T19:00,22.7,0.00,6.8,36,3.9,56
2020-03-31T20:00,24.1,0.00,6.8,33,1.1,162
2020-03-31T21:00,25.4,0.00,7.3,32,8.6,202
2020-03-31T22:00,24.2,0.00,8.4,36,17.3,225
2020-03-31T23:00,22.8,0.00,5.9,34,14.3,242
2020-04-01T00:00,23.4,0.00,7.2,35,8.7,240
2020-04-01T01:00,22.6,0.00,6.6,36,6.8,238
2020-04-01T02:00,20.8,0.00,7.8,43,6.4,223
2020-04-01T03:00,18.6,0.00,9.4,55,4.3,222
2020-04-01T04:00,17.2,0.00,10.6,65,2.8,230
2020-04-01T05:00,16.1,0.00,10.4,69,2.9,187
2020-04-01T06:00,15.1,0.00,10.3,73,7.4,141
2020-04-01T07:00,13.7,0.00,9.8,77,8.5,118
2020-04-01T08:00,13.6,0.00,8.4,71,6.8,72
2020-04-01T09:00,13.6,0.00,7.8,68,5.9,79
2020-04-01T10:00,13.2,0.00,8.1,71,6.8,108
2020-04-01T11:00,12.4,0.00,9.2,81,6.7,106
2020-04-01T12:00,11.2,0.00,10.8,97,7.6,98
2020-04-01T13:00,11.2,0.00,10.6,96,6.6,77
2020-04-01T14:00,11.4,0.00,10.2,92,6.7,74
2020-04-01T15:00,13.1,0.00,10.2,82,6.1,87
2020-04-01T16:00,14.4,0.00,10.4,77,4.9,126
2020-04-01T17:00,16.4,0.00,10.4,68,5.8,150
2020-04-01T18:00,18.7,0.00,10.4,59,5.0,150
2020-04-01T19:00,21.0,0.00,10.6,52,5.2,155
2020-04-01T20:00,22.9,0.00,10.5,45,6.2,190
2020-04-01T21:00,24.0,0.00,10.8,44,11.5,212
2020-04-01T22:00,23.3,0.00,11.1,46,17.1,222
2020-04-01T23:00,21.8,0.00,9.6,46,17.7,237
2020-04-02T00:00,20.8,0.00,10.8,53,15.8,229
2020-04-02T01:00,18.8,0.00,11.6,63,14.2,234
2020-04-02T02:00,16.9,0.00,11.9,72,9.4,238
2020-04-02T03:00,16.0,0.00,12.0,77,6.2,216
2020-04-02T04:00,15.6,0.00,12.2,81,6.5,180
2020-04-02T05:00,15.2,0.00,12.4,84,9.8,144
2020-04-02T06:00,14.5,0.00,12.8,90,12.5,141
2020-04-02T07:00,14.4,0.00,12.6,89,14.0,136
2020-04-02T08:00,14.2,0.00,12.2,88,13.4,126
2020-04-02T09:00,13.8,0.00,11.6,86,12.1,120
2020-04-02T10:00,13.3,0.00,11.6,89,10.1,107
2020-04-02T11:00,12.9,0.00,11.4,91,8.7,95
2020-04-02T12:00,13.4,0.00,12.3,93,8.9,104
2020-04-02T13:00,13.3,0.00,11.9,91,8.1,77
2020-04-02T14:00,13.5,0.00,11.9,90,6.1,62
2020-04-02T15:00,14.5,0.00,11.8,84,3.2,90
2020-04-02T16:00,15.6,0.10,11.1,75,3.1,159
2020-04-02T17:00,16.6,0.00,10.4,67,3.8,163
2020-04-02T18:00,18.4,0.00,9.0,54,3.3,131
2020-04-02T19:00,20.1,0.00,8.0,45,5.6,105
2020-04-02T20:00,21.9,0.00,7.4,39,6.6,112
2020-04-02T21:00,22.9,0.00,6.4,34,6.8,180
2020-04-02T22:00,22.6,0.00,7.5,38,15.3,236
2020-04-02T23:00,20.8,0.00,10.5,52,20.9,226
2020-04-03T00:00,18.5,0.00,11.6,64,16.8,239
2020-04-03T01:00,18.0,0.00,10.8,63,13.7,252
2020-04-03T02:00,17.7,0.00,10.4,62,9.0,241
2020-04-03T03:00,17.0,0.00,9.9,63,10.4,226
2020-04-03T04:00,16.3,0.00,9.1,62,8.8,235
2020-04-03T05:00,15.6,0.00,8.8,64,4.9,234
2020-04-03T06:00,15.0,0.00,8.9,67,2.4,153
2020-04-03T07:00,13.9,0.00,8.4,70,4.6,129
2020-04-03T08:00,12.4,0.00,8.8,79,5.1,94
2020-04-03T09:00,11.9,0.00,9.6,86,6.4,63
2020-04-03T10:00,11.2,0.00,10.1,92,6.3,59
2020-04-03T11:00,10.9,0.00,10.1,95,4.2,70
2020-04-03T12:00,12.3,0.00,12.3,100,4.8,222
2020-04-03T13:00,12.2,0.00,12.1,99,5.4,217
2020-04-03T14:00,11.9,0.00,11.9,100,3.6,180
2020-04-03T15:00,13.2,0.00,11.8,91,6.1,152
2020-04-03T16:00,14.8,0.00,11.1,79,9.7,182
2020-04-03T17:00,16.5,0.00,8.6,59,6.2,190
2020-04-03T18:00,18.9,0.00,5.3,41,5.1,188
2020-04-03T19:00,21.0,0.00,2.5,30,8.9,212
2020-04-03T20:00,21.6,0.00,4.6,33,16.1,228
2020-04-03T21:00,21.0,0.00,6.7,39,19.3,237
2020-04-03T22:00,20.5,0.00,7.2,42,19.3,243
2020-04-03T23:00,19.8,0.00,8.1,47,18.2,243
2020-04-04T00:00,18.8,0.00,8.6,52,16.1,236
2020-04-04T01:00,17.6,0.00,8.6,56,13.5,236
2020-04-04T02:00,16.1,0.00,9.1,63,10.1,243
2020-04-04T03:00,15.2,0.00,8.9,66,6.2,263
2020-04-04T04:00,14.7,0.00,8.6,67,3.3,283
2020-04-04T05:00,14.2,0.00,8.8,70,1.0,45
2020-04-04T06:00,13.6,0.00,8.9,73,5.4,90
2020-04-04T07:00,12.9,0.00,10.6,86,9.7,105
2020-04-04T08:00,12.1,0.00,11.6,97,8.5,102
2020-04-04T09:00,11.8,0.00,11.5,98,7.7,101
2020-04-04T10:00,12.0,0.00,11.6,97,8.8,99
2020-04-04T11:00,12.0,0.00,11.1,94,7.2,84
2020-04-04T12:00,12.7,0.00,11.8,94,11.6,126
2020-04-04T13:00,12.6,0.00,11.6,93,9.3,106
2020-04-04T14:00,12.4,0.00,11.4,94,8.8,102
2020-04-04T15:00,13.6,0.00,10.9,84,10.9,124
2020-04-04T16:00,15.1,0.10,10.1,72,12.3,142
2020-04-04T17:00,16.7,0.10,8.9,60,13.0,136
2020-04-04T18:00,17.8,0.20,8.4,54,10.9,136
2020-04-04T19:00,18.6,0.10,8.4,51,9.6,160
2020-04-04T20:00,20.0,0.00,8.1,46,8.4,173
2020-04-04T21:00,20.8,0.00,7.8,43,9.7,207
2020-04-04T22:00,20.6,0.00,8.0,44,17.1,229
2020-04-04T23:00,18.6,0.00,8.7,53,20.1,234
2020-04-05T00:00,17.6,0.00,9.8,60,17.0,238
2020-04-05T01:00,17.0,0.00,9.9,63,12.9,240
2020-04-05T02:00,15.8,0.00,10.1,69,9.5,245
2020-04-05T03:00,14.9,0.00,10.2,74,6.6,229
2020-04-05T04:00,14.6,0.00,10.6,77,6.5,214
2020-04-05T05:00,14.3,0.00,10.4,77,7.7,217
2020-04-05T06:00,13.9,0.00,9.6,75,8.9,227
2020-04-05T07:00,13.6,0.00,9.4,76,8.4,245
2020-04-05T08:00,12.9,0.00,9.9,81,4.3,265
2020-04-05T09:00,12.9,0.10,10.2,83,2.9,263
2020-04-05T10:00,12.9,0.10,10.4,85,3.6,233
2020-04-05T11:00,12.6,0.10,10.6,88,2.3,219
2020-04-05T12:00,12.2,0.00,10.9,91,5.8,180
2020-04-05T13:00,12.8,0.00,10.9,88,3.9,202
2020-04-05T14:00,12.6,0.00,10.4,86,5.9,223
2020-04-05T15:00,13.8,0.10,9.1,73,8.4,239
2020-04-05T16:00,14.6,0.00,8.1,65,8.6,213
2020-04-05T17:00,15.8,0.00,7.2,57,12.6,200
2020-04-05T18:00,16.1,0.10,8.0,58,14.6,220
2020-04-05T19:00,16.4,0.30,8.1,58,16.4,230
2020-04-05T20:00,17.2,0.10,7.4,53,14.9,217
2020-04-05T21:00,18.1,0.00,6.6,47,17.5,212
2020-04-05T22:00,17.9,0.00,6.4,47,18.1,221
2020-04-05T23:00,17.4,0.00,6.9,50,18.1,226
2020-04-06T00:00,16.5,0.00,8.1,58,16.4,199
2020-04-06T01:00,15.8,0.40,8.3,61,16.6,204
2020-04-06T02:00,14.7,0.20,9.2,70,14.8,206
2020-04-06T03:00,13.9,0.50,9.6,75,14.7,191
2020-04-06T04:00,13.5,0.30,9.8,78,14.1,177
2020-04-06T05:00,13.5,0.10,9.4,76,13.6,158
2020-04-06T06:00,13.4,0.30,9.3,76,15.3,161
2020-04-06T07:00,13.1,0.70,10.1,83,18.0,177
2020-04-06T08:00,13.2,0.40,10.4,83,13.4,160
2020-04-06T09:00,13.1,0.40,10.3,83,16.3,162
2020-04-06T10:00,13.1,0.90,10.0,81,16.8,165
2020-04-06T11:00,12.9,2.10,10.6,86,17.1,172
2020-04-06T12:00,12.5,4.30,10.5,88,15.7,148
2020-04-06T13:00,12.4,4.50,11.2,92,14.5,150
2020-04-06T14:00,12.5,4.60,11.4,93,14.2,153
2020-04-06T15:00,12.5,7.90,11.4,93,17.5,189
2020-04-06T16:00,12.9,3.20,12.4,97,18.3,202
2020-04-06T17:00,13.1,0.80,12.4,95,16.3,208
